"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"5826",46971,"The Big Bang Theory","09","19 – The Solder Excursion Diversion","Amy","Get a new computer.",1,"female",40500,2016,4,"2014-2017"
"5827",43427,"The Big Bang Theory","09","03 – The Batchelor Party Corrosion","Raj","If this was Star Trek, we could use a phaser to blast it off.",0,"male",37543,2015,14,"2014-2017"
"5828",37752,"The Big Bang Theory","08","03 – The First Pitch Insufficiency","Howard","Thank you. Thank you.",0,"male",32579,2014,4,"2014-2017"
"5829",509713,"Parks and recreation","7","01","Leslie Knope","It's like ""Voldemort"" or ""Ron.""",1,"female",50971,2015,4,"2014-2017"
"5830",40853,"The Big Bang Theory","08","17 – The Colonization Application","Penny","This is why I’ve been saying we should keep champagne on ice.",1,"female",35298,2015,12,"2014-2017"
"5831",35599,"The Big Bang Theory","07","18 – The Mommy Observation","Penny","Ah-da-da-da-da, let the dead man talk. So, why do you think that?",1,"female",30678,2014,12,"2014-2017"
"5832",39545,"The Big Bang Theory","08","11 – The Clean Room Infiltration","Penny","No, but if things don’t work out with me and Leonard, I’ll give you a call. Wait. How much do you talk about Star Trek?",1,"female",34140,2014,25,"2014-2017"
"5833",53174,"The Big Bang Theory","10","20 – The Recollection Dissipation","Amy","Did you say you guys are working on the guidance system tomorrow?",1,"female",45812,2017,12,"2014-2017"
"5834",55599,"Parks and recreation","7","12","Ron Swanson","They are a handsome bunch.",0,"male",55599,2015,4,"2014-2017"
"5835",463091,"Parks and recreation","6","11","Leslie Knope","So if you're looking for a reason to kick them out, here's 158.",1,"female",46309,2014,12,"2014-2017"
"5836",51061,"The Big Bang Theory","10","11 – The Birthday Synchronicity","Howard","No, we’re keeping it a surprise.",0,"male",43903,2016,6,"2014-2017"
"5837",47961,"The Big Bang Theory","09","22 – The Fermentation Bifurcation","Sheldon","Oh, the fun doesn’t stop. You’re still going home with a goodie bag full of toast.",0,"male",41410,2016,16,"2014-2017"
"5838",41511,"The Big Bang Theory","08","19 – The Skywalker Incursion","Leonard","Fine, then tell me how I should be looking at it.",0,"male",35895,2015,11,"2014-2017"
"5839",35918,"The Big Bang Theory","07","20 – The Relationship Diremption","Penny","Hey, you’re up early.",1,"female",30967,2014,4,"2014-2017"
"5840",490782,"Parks and recreation","6","17","April Ludgate","Because this prom reminds me that you had, like, a million friends in high school and everyone thought you were awesome, and I spent four years making fun of everyone and hiding mops so the janitor would think he was going insane.",1,"female",49078,2014,41,"2014-2017"
"5841",516981,"Parks and recreation","7","03","Jerry Gergich","No, I'm sorry, Ben, but there's a page missing from the document.",0,"male",51698,2015,11,"2014-2017"
"5842",42258,"The Big Bang Theory","08","23 – The Maternal Combustion","Sheldon","Oh, it’s quite straightforward, actually. It describes a new model of the universe that conceptualizes it as the surface of an n-dimensional superfluid.",0,"male",36535,2015,23,"2014-2017"
"5843",491472,"Parks and recreation","6","17","Leslie Knope","Ugh, Ron, she is so thoughtful and grounded.",1,"female",49147,2014,7,"2014-2017"
"5844",36953,"The Big Bang Theory","07","24 – The Status Quo Combustion","Sheldon","No. The syrup tastes better and I don’t like it.",0,"male",31877,2014,10,"2014-2017"
"5845",51168,"The Big Bang Theory","10","11 – The Birthday Synchronicity","Stuart","I’m not an old man, I just can’t see at night.",0,"male",43998,2016,11,"2014-2017"
"5846",517331,"Parks and recreation","7","03","Tom Haverford","That costs 60 dollars a gallon.",0,"male",51733,2015,5,"2014-2017"
"5847",487981,"Parks and recreation","6","17","Leslie Knope","I thought they went out of business.",1,"female",48798,2014,6,"2014-2017"
"5848",543541,"Parks and recreation","7","09","Ben Wyatt","No one asks me, ""Where are your kids?"" Or, ""Who's taking care of them?"" By the way, who is taking care of the kids right now?",0,"male",54354,2015,25,"2014-2017"
"5849",43799,"The Big Bang Theory","09","05 – The Perspiration Implementation","Stuart","No, I’m still doing it.",0,"male",37861,2015,5,"2014-2017"
"5850",36961,"The Big Bang Theory","07","24 – The Status Quo Combustion","Penny","Well, I’d like to pick one that works with my brother’s schedule.",1,"female",31884,2014,12,"2014-2017"
"5851",47155,"The Big Bang Theory","09","19 – The Solder Excursion Diversion","Sheldon","Really? ‘Cause every time I come in here, I think less of me.",0,"male",40666,2016,13,"2014-2017"
"5852",491322,"Parks and recreation","6","17","Ben Wyatt","Look, the fact that you don't know what high schoolers are into doesn't make you uncool.",0,"male",49132,2014,15,"2014-2017"
"5853",46447,"The Big Bang Theory","09","16 – The Positive Negative Reaction","Sheldon","This video. The baby panda sneezes, and the mama panda gets so scared.",0,"male",40072,2016,13,"2014-2017"
"5854",41052,"The Big Bang Theory","08","17 – The Colonization Application","Amy","I guess we’ll have to make a new video together, as a couple.",1,"female",35480,2015,13,"2014-2017"
"5855",41913,"The Big Bang Theory","08","21 – The Communication Deterioration","Leonard","Yeah, you know what else it is?",0,"male",36247,2015,7,"2014-2017"
"5856",49253,"The Big Bang Theory","10","03 -The Dependence Transcendence","Sheldon","You don’t shove them. They come with an easy-glide applicator.",0,"male",42364,2016,10,"2014-2017"
"5857",480022,"Parks and recreation","6","15","Ben Wyatt","Okay, I know we should figure out how to fix this.",0,"male",48002,2014,10,"2014-2017"
"5858",41400,"The Big Bang Theory","08","19 – The Skywalker Incursion","Penny","No, no, I like that show. It’s got dragons and people doing it.",1,"female",35804,2015,13,"2014-2017"
"5859",54248,"The Big Bang Theory","10","24 – The Long Distance Dissonance","Amy","Oh. Really? Uh, when did you meet her?",1,"female",46745,2017,8,"2014-2017"
"5860",36972,"The Big Bang Theory","07","24 – The Status Quo Combustion","Amy","You’re probably right. So, what are you guys doing?",1,"female",31895,2014,9,"2014-2017"
"5861",525401,"Parks and recreation","7","05","Ron Swanson","What, I'm just gonna carry around pictures of my child, where anyone could see them?",0,"male",52540,2015,14,"2014-2017"
"5862",41312,"The Big Bang Theory","08","19 – The Skywalker Incursion","Sheldon","Okay, um, what do you say to a graduate of the UC Berkeley physics department? I’ll have fries with that. Because his education hasn’t prepared him for a career in the sciences.",0,"male",35720,2015,32,"2014-2017"
"5863",36416,"The Big Bang Theory","07","22 – The Proton Transmogrification","Penny","I have a confession to make.",1,"female",31402,2014,6,"2014-2017"
"5864",41265,"The Big Bang Theory","08","18 – The Leftover Thermalization","Howard","I wonder if only a baby who is worthy can suckle at the bosom of Thor.",0,"male",35679,2015,16,"2014-2017"
"5865",536381,"Parks and recreation","7","08","Leslie Knope","I didn't really make the shirts.",1,"female",53638,2015,5,"2014-2017"
"5866",38090,"The Big Bang Theory","08","05 – The Focus Attenuation","Sheldon","Wait. I’m confused. Why would you need both a robot girlfriend and a robot prostitute?",0,"male",32897,2014,15,"2014-2017"
"5867",49648,"The Big Bang Theory","10","05 – The Hot Tub Contamination","Bernadette","Uh, I left my phone downstairs.",1,"female",42709,2016,6,"2014-2017"
"5868",41772,"The Big Bang Theory","08","20 – The Fortification Implementation","Leonard","Okay, fine. Sheldon, may I please visit your fort?",0,"male",36112,2015,9,"2014-2017"
"5869",39549,"The Big Bang Theory","08","11 – The Clean Room Infiltration","Penny","Sorry. She’s taken, too.",1,"female",34144,2014,4,"2014-2017"
"5870",38215,"The Big Bang Theory","08","05 – The Focus Attenuation","Leonard","All right, now, one benefit of quantum coupling…",0,"male",33015,2014,8,"2014-2017"
"5871",51014,"The Big Bang Theory","10","10 – The Property Division Collision","Howard","Oh, oh, okay, okay, uh, uh, uh, I can do this. We have a plan. Somebody please tell me the plan.",0,"male",43866,2016,21,"2014-2017"
"5872",458801,"Parks and recreation","6","10","Leslie Knope","Tom, you need hard data.",1,"female",45880,2014,4,"2014-2017"
"5873",521251,"Parks and recreation","7","04","Leslie Knope","That is the house where April and Andy met for the first time.",1,"female",52125,2015,12,"2014-2017"
"5874",40867,"The Big Bang Theory","08","17 – The Colonization Application","Amy","That’s what I said.",1,"female",35312,2015,4,"2014-2017"
"5875",40457,"The Big Bang Theory","08","15 – The Comic Book Store Regeneration","Sheldon","But I just got this pen. It’s got my initials on it and everything. Look.",0,"male",34959,2015,15,"2014-2017"
"5876",50415,"The Big Bang Theory","10","08 – The Brain Bowl Incubation","Sheldon","Yeah, I have to say, it is nice to share this experience with someone who’s on the same journey. Although right now ours is testing off the charts while yours is floating around in its own waste.",0,"male",43375,2016,37,"2014-2017"
"5877",47392,"The Big Bang Theory","09","20 – The Big Bear Precipitation","Bernadette","And bring back the bear.",1,"female",40884,2016,5,"2014-2017"
"5878",506103,"Parks and recreation","6","20","Leslie Knope","No time for small talk.",1,"female",50610,2014,4,"2014-2017"
"5879",495922,"Parks and recreation","6","19","Donna Meagle","Ron Swanson asking for help?",1,"female",49592,2014,4,"2014-2017"
"5880",515371,"Parks and recreation","7","02","Leslie Knope","This was all for nothing.",1,"female",51537,2015,4,"2014-2017"
"5881",36796,"The Big Bang Theory","07","23 – The Gorilla Dissolution","Penny","You know what? Forget it. I never should’ve brought it up.",1,"female",31742,2014,11,"2014-2017"
"5882",45917,"The Big Bang Theory","09","14 – The Meemaw Materialisation","Leonard","That’s my best friend.",0,"male",39628,2016,4,"2014-2017"
"5883",41204,"The Big Bang Theory","08","18 – The Leftover Thermalization","Penny","I know, I know.",1,"female",35622,2015,4,"2014-2017"
"5884",45319,"The Big Bang Theory","09","12 – The Sales Call Sublimation","Leonard","Oh, if anything, I’m trying to get my Sheld-off.",0,"male",39126,2016,9,"2014-2017"
"5885",50479,"The Big Bang Theory","10","08 – The Brain Bowl Incubation","Raj","That depends, do they have Mexican food in Cuba?",0,"male",43419,2016,9,"2014-2017"
"5886",55395,"Parks and recreation","7","12","Leslie Knope","And I know just the person who should accompany me.",1,"female",55395,2015,9,"2014-2017"
"5887",40009,"The Big Bang Theory","08","13 – The Anxiety Optimisation","Penny","Really? Want to go to Hawaii?",1,"female",34564,2015,6,"2014-2017"
"5888",42501,"The Big Bang Theory","08","24 – The Commitment Determination","Penny","Okay, see, that’s even dumber than you wondering if being bitten by a goat would give you the powers of a goat.",1,"female",36723,2015,22,"2014-2017"
"5889",38071,"The Big Bang Theory","08","05 – The Focus Attenuation","Sheldon","Yeah, one would assume, on getting out of the pit.",0,"male",32878,2014,10,"2014-2017"
"5890",51044,"The Big Bang Theory","10","11 – The Birthday Synchronicity","Sheldon","I didn’t put on my come-hither plaid PJ’s for nothing.",0,"male",43894,2016,10,"2014-2017"
"5891",36643,"The Big Bang Theory","07","23 – The Gorilla Dissolution","Sheldon","That was awkward, right?",0,"male",31611,2014,4,"2014-2017"
"5892",497702,"Parks and recreation","6","19","Leslie Knope","Anyone want to-- Oh, thank you, madam.",1,"female",49770,2014,6,"2014-2017"
"5893",511962,"Parks and recreation","7","02","Andy Dwyer","Why are you only friends with your family?",0,"male",51196,2015,7,"2014-2017"
"5894",50372,"The Big Bang Theory","10","08 – The Brain Bowl Incubation","Sheldon","What stimulus should we introduce it to first? Light, sound, temperature, oh, oh, let’s",0,"male",43334,2016,14,"2014-2017"
"5895",55666,"Parks and recreation","7","12","Ron Swanson","If you show up on time, speak honestly, and treat everyone with fairness, we will get along just fine.",0,"male",55666,2015,18,"2014-2017"
"5896",489313,"Parks and recreation","6","17","Leslie Knope","Will you help me orchestrate the balloon drop?",1,"female",48931,2014,7,"2014-2017"
"5897",52802,"The Big Bang Theory","10","18 – The Escape Hatch Identification","Bernadette","Not for you, box of towels.",1,"female",45474,2017,6,"2014-2017"
"5898",35023,"The Big Bang Theory","07","16 – The Table Polarisation","Bernadette","Really? ‘Cause I kind of remember a lot of complaining and wishing for it to be over.",1,"female",30155,2014,17,"2014-2017"
"5899",51771,"The Big Bang Theory","10","14 – The Emotion Detection Automation","Howard","Sheldon, I just heard from the guys at MIT about that emotion reader. They’re sending a prototype for you to beta test.",0,"male",44557,2017,22,"2014-2017"
"5900",51334,"The Big Bang Theory","10","12 – The Holiday Summation","Amy","Sheldon, what, what are you doing?",1,"female",44142,2017,6,"2014-2017"
"5901",54236,"The Big Bang Theory","10","24 – The Long Distance Dissonance","Bernadette","Ugh. How can you think that? Why would you even put those words together?",1,"female",46734,2017,14,"2014-2017"
"5902",38344,"The Big Bang Theory","08","06 – The Expedition Approximation","Leonard","Yeah, of course you do, I’m not just a genius in bed. You sure are, baby.",0,"male",33135,2014,16,"2014-2017"
"5903",495582,"Parks and recreation","6","19","April Ludgate","I got the Red Hot Chili Peppers to send us a signed guitar.",1,"female",49558,2014,12,"2014-2017"
"5904",53475,"Parks and recreation","7","07","Ben Wyatt","I'm dealing with an actual problem right now, okay? Which, by the way, is what I do for a living.",0,"male",53475,2015,19,"2014-2017"
"5905",35386,"The Big Bang Theory","07","17 – The Friendship Turbulence","Leonard","I mean, you could say thank you. I did just buy you a car.",0,"male",30478,2014,14,"2014-2017"
"5906",54316,"The Big Bang Theory","10","24 – The Long Distance Dissonance","Sheldon","I was scared, but I told myself it’s just a big bathtub. Then I got scared again ’cause there are all these strangers in my bathtub.",0,"male",46803,2017,26,"2014-2017"
"5907",47718,"The Big Bang Theory","09","21 – The Viewing Party Combustion","Sheldon","If Batman were bitten by a radioactive Man-Bat, and then fought crime disguised as Man-Bat, would he be Man-Bat-Man-Bat-Man or simply Man-Bat-Man-Bat-Batman?",0,"male",41188,2016,22,"2014-2017"
"5908",38921,"The Big Bang Theory","08","08 – The Prom Equivalency","Amy","Sheldon, can I come in?",1,"female",33607,2014,5,"2014-2017"
"5909",36291,"The Big Bang Theory","07","21 – The Anything Can Happen Recurrence","Leonard","Yeah. We should do it more often.",0,"male",31294,2014,7,"2014-2017"
"5910",54853,"Parks and recreation","7","11","Leslie Knope","46 years later, they're gone.",1,"female",54853,2015,4,"2014-2017"
"5911",53726,"The Big Bang Theory","10","22 – The Cognition Regeneration","Penny","Hey, you ready to go?",1,"female",46276,2017,5,"2014-2017"
"5912",36082,"The Big Bang Theory","07","20 – The Relationship Diremption","Bernadette","So, Emily, why did you decide to specialize in dermatology?",1,"female",31122,2014,10,"2014-2017"
"5913",33979,"The Big Bang Theory","07","12 – The Hesitation Ramification","Leonard","I bet that bit killed at The Chuckle Hut.",0,"male",29290,2014,9,"2014-2017"
"5914",45472,"The Big Bang Theory","09","12 – The Sales Call Sublimation","Bernadette","Yeah. You know, no matter how hard they tried, they could not guess his age.",1,"female",39263,2016,15,"2014-2017"
"5915",466113,"Parks and recreation","6","12","Leslie Knope","It's more than a promise.",1,"female",46611,2014,4,"2014-2017"
"5916",49441,"The Big Bang Theory","10","04 – The Cohabitation Experimentation","Amy","Well, that’s it. For the next five weeks, we are officially living together.",1,"female",42525,2016,13,"2014-2017"
"5917",36023,"The Big Bang Theory","07","20 – The Relationship Diremption","Amy","Sheldon, your food’s getting cold. What are you doing?",1,"female",31066,2014,9,"2014-2017"
"5918",46571,"The Big Bang Theory","09","17 – The Celebration Experimentation","Sheldon","Uh, Mylar balloons, yes. Latex balloons, no. Water balloons, I will jump off the roof and aim for your car.",0,"male",40172,2016,20,"2014-2017"
"5919",467242,"Parks and recreation","6","12","April Ludgate","Yeah, there's a picture of you also.",1,"female",46724,2014,6,"2014-2017"
"5920",49864,"The Big Bang Theory","10","06 – The Foetal Kick Catalyst","Amy","Well, thank you, Sheldon. This is a fun surprise.",1,"female",42911,2016,9,"2014-2017"
"5921",530291,"Parks and recreation","7","06","Tom Haverford","You're great at your job, and I want you working here forever, and if you don't have feelings for me, I need you to know that everything is gonna be fine.",0,"male",53029,2015,30,"2014-2017"
"5922",517931,"Parks and recreation","7","03","Leslie Knope","Bill, Operation Quantity needs a face.",1,"female",51793,2015,5,"2014-2017"
"5923",535181,"Parks and recreation","7","08","Leslie Knope","So, the central question that these senators are going to be asking is why should we invest in the National Park Service?",1,"female",53518,2015,21,"2014-2017"
"5924",38675,"The Big Bang Theory","08","07 – The Misinterpretation Agitation","Sheldon","I’m still upset about that peanut sauce.",0,"male",33402,2014,7,"2014-2017"
"5925",48863,"The Big Bang Theory","10","02 – The Military Miniturization","Bernadette","I had a plan. I kept leaving Dove Bar wrappers around to explain any weight gain.",1,"female",42038,2016,16,"2014-2017"
"5926",54151,"The Big Bang Theory","10","23 – The Gyroscopic Collapse","Sheldon","Hmm, yes. Yeah, perhaps I’ve been harder on them than they deserve.",0,"male",46654,2017,12,"2014-2017"
"5927",529041,"Parks and recreation","7","06","Andy Dwyer","We are here to see Dennis Feinstein.",0,"male",52904,2015,6,"2014-2017"
"5928",44463,"The Big Bang Theory","09","08 – The Mystery Date Observation","Penny","Oh, damn it, we should have brought binoculars.",1,"female",38417,2015,8,"2014-2017"
"5929",55662,"Parks and recreation","7","12","Leslie Knope","Pawnee National Park Rangers, this is Ron Swanson, your new superintendent and boss.",1,"female",55662,2015,12,"2014-2017"
"5930",40948,"The Big Bang Theory","08","17 – The Colonization Application","Penny","Yeah, is it a comedy? Is it a drama? Nobody knows. Now, come on. We are gonna do this.",1,"female",35388,2015,19,"2014-2017"
"5931",486252,"Parks and recreation","6","16","Leslie Knope","I miss you so much.",1,"female",48625,2014,4,"2014-2017"
"5932",36752,"The Big Bang Theory","07","23 – The Gorilla Dissolution","Howard","Thanks a lot. Now I have to go rub her belly again.",0,"male",31700,2014,12,"2014-2017"
"5933",45798,"The Big Bang Theory","09","14 – The Meemaw Materialisation","Sheldon","Uh, thank you. Oh, Meemaw got a new set of teeth. Oh, but then she found her old ones. Oh, so now the new ones are just gonna be her church teeth.",0,"male",39550,2016,32,"2014-2017"
"5934",47767,"The Big Bang Theory","09","22 – The Fermentation Bifurcation","Howard","Okay. Everything’s hooked up. We’re ready.",0,"male",41235,2016,6,"2014-2017"
"5935",39620,"The Big Bang Theory","08","11 – The Clean Room Infiltration","Howard","You were right. Go ahead, call Building Services. Tell them it was my fault.",0,"male",34203,2014,14,"2014-2017"
"5936",52144,"The Big Bang Theory","10","15 – The Locomotion Reverberation","Stuart","Wait. She’s settling down.",0,"male",44891,2017,4,"2014-2017"
"5937",517731,"Parks and recreation","7","03","April Ludgate","This is another dead end.",1,"female",51773,2015,4,"2014-2017"
"5938",37003,"The Big Bang Theory","07","24 – The Status Quo Combustion","Leonard","I’m gonna see where he is.",0,"male",31924,2014,6,"2014-2017"
"5939",508732,"Parks and recreation","7","01","Andy Dwyer","Should I still take the Zantac?",0,"male",50873,2015,5,"2014-2017"
"5940",54921,"Parks and recreation","7","11","Leslie Knope","Well, I committed to the role!",1,"female",54921,2015,5,"2014-2017"
"5941",44925,"The Big Bang Theory","09","10 – The Earworm Reverberation","Howard","So, who is this guy?",0,"male",38788,2015,5,"2014-2017"
"5942",37870,"The Big Bang Theory","08","04 – The Hook-Up Reverbration","Emily","So, it was a hook-up.",1,"female",32691,2014,5,"2014-2017"
"5943",48961,"The Big Bang Theory","10","02 – The Military Miniturization","Amy","Hi. Howard told me you were working late, so I brought dinner.",1,"female",42113,2016,12,"2014-2017"
"5944",466942,"Parks and recreation","6","12","Tom Haverford","We gotta send this dude off with the perfect gift.",0,"male",46694,2014,9,"2014-2017"
"5945",55343,"Parks and recreation","7","12","April Ludgate","Because you guys got so lucky.",1,"female",55343,2015,5,"2014-2017"
"5946",37601,"The Big Bang Theory","08","03 – The First Pitch Insufficiency","Sheldon","Yeah, which I was initially sceptical of until I saw online that they serve Yorkshire pudding.",0,"male",32446,2014,16,"2014-2017"
"5947",39864,"The Big Bang Theory","08","12 – The Space Probe Disintegration","Sheldon","There we go, compromising again. We really are the best.",0,"male",34432,2015,10,"2014-2017"
"5948",52846,"The Big Bang Theory","10","18 – The Escape Hatch Identification","Beverley","Clearly, your old room represents an escape hatch, and without it, you’re forced to confront the terrifying reality of being trapped in a relationship with Amy forever.",1,"female",45514,2017,27,"2014-2017"
"5949",53723,"The Big Bang Theory","10","22 – The Cognition Regeneration","Sheldon","Jab mein aat saal ka tha maine seekha tha. (I did that when I was eight)",0,"male",46274,2017,16,"2014-2017"
"5950",525481,"Parks and recreation","7","05","Ron Swanson","I don't believe that's true.",0,"male",52548,2015,4,"2014-2017"
"5951",38486,"The Big Bang Theory","08","06 – The Expedition Approximation","Sheldon","Good. Because I am too hot and tired to go on about how much I hate Voyager the TV show.",0,"male",33262,2014,20,"2014-2017"
"5952",39093,"The Big Bang Theory","08","09 – The Septum Deviation","Penny","We had a really nice swim.",1,"female",33761,2014,6,"2014-2017"
"5953",40773,"The Big Bang Theory","08","16 – The Intimacy Acceleration","Leonard","We spent two hundred dollars on six minutes of fun?",0,"male",35227,2015,10,"2014-2017"
"5954",50441,"The Big Bang Theory","10","08 – The Brain Bowl Incubation","Raj","Maybe there are other things we have in common. Come dinnertime, do you enjoy eating food?",0,"male",43392,2016,16,"2014-2017"
"5955",42045,"The Big Bang Theory","08","22 – The Graduation Transmission","Penny","It’s called an evening look. I’ve never been to New Jersey before.",1,"female",36356,2015,12,"2014-2017"
"5956",488813,"Parks and recreation","6","17","Leslie Knope","I may be leaving this office soon.",1,"female",48881,2014,6,"2014-2017"
"5957",35576,"The Big Bang Theory","07","18 – The Mommy Observation","Cooper","Or I will send you to your room.",0,"male",30657,2014,8,"2014-2017"
"5958",54002,"The Big Bang Theory","10","23 – The Gyroscopic Collapse","Penny","Amy’s got some news.",1,"female",46518,2017,4,"2014-2017"
"5959",523221,"Parks and recreation","7","04","Ron Swanson","Then a month later, you took Terry with you.",0,"male",52322,2015,8,"2014-2017"
"5960",47997,"The Big Bang Theory","09","22 – The Fermentation Bifurcation","Leonard","Who are these people?",0,"male",41442,2016,4,"2014-2017"
"5961",490972,"Parks and recreation","6","17","Leslie Knope","Nobody told them to do that.",1,"female",49097,2014,5,"2014-2017"
"5962",37765,"The Big Bang Theory","08","04 – The Hook-Up Reverbration","Leonard","Have you guys heard about this research team that’s trying to transgenically manipulate chicken DNA to create some sort of chicken dinosaur?",0,"male",32590,2014,22,"2014-2017"
"5963",47190,"The Big Bang Theory","09","19 – The Solder Excursion Diversion","Amy","So, no one else knows about this?",1,"female",40697,2016,7,"2014-2017"
"5964",41089,"The Big Bang Theory","08","18 – The Leftover Thermalization","Amy","Remember that time you didn’t get picked to pull the sword out of the stone at Disneyland and they let that other kid do it?",1,"female",35515,2015,25,"2014-2017"
"5965",52039,"The Big Bang Theory","10","15 – The Locomotion Reverberation","Sheldon","Oh, no. It’s not just me. No. The railway is four hours from the nearest airport, and guess who gets to drive me.",0,"male",44802,2017,23,"2014-2017"
"5966",488872,"Parks and recreation","6","17","Leslie Knope","And if Ron tries to stop me, he can eat a big ol' bowl of butts.",1,"female",48887,2014,15,"2014-2017"
"5967",51674,"The Big Bang Theory","10","13 – The Romance Recalibration","Penny","I’m trying to figure it out.",1,"female",44466,2017,6,"2014-2017"
"5968",45161,"The Big Bang Theory","09","11 – The Opening Night Excitation","Bernadette","Yeah, are you ready for this?",1,"female",38983,2015,6,"2014-2017"
"5969",53950,"The Big Bang Theory","10","23 – The Gyroscopic Collapse","Leonard","Sir, I, I, I’m sorry but I just don’t get it. You came into our lab in the middle of the night and took our prototype and all of our research and didn’t even tell us?",0,"male",46475,2017,36,"2014-2017"
"5970",506513,"Parks and recreation","6","20","Ben Wyatt","None! Just let April do everything.",0,"male",50651,2014,5,"2014-2017"
"5971",45176,"The Big Bang Theory","09","11 – The Opening Night Excitation","Penny","Oh, we just want you to be prepared for any surprises that might happen tomorrow.",1,"female",38997,2015,15,"2014-2017"
"5972",51342,"The Big Bang Theory","10","12 – The Holiday Summation","Sheldon","Can you believe my mother thinks we’re both strange?",0,"male",44149,2017,9,"2014-2017"
"5973",541051,"Parks and recreation","7","09","Ben Wyatt","I got everything you need for pie domination.",0,"male",54105,2015,7,"2014-2017"
"5974",44793,"The Big Bang Theory","09","09 – The Platonic Permutation","Amy","So it’s like Kiss, Marry, Kill.",1,"female",38678,2015,6,"2014-2017"
"5975",483022,"Parks and recreation","6","16","Ben Wyatt","I really don't think it matters.",0,"male",48302,2014,5,"2014-2017"
"5976",491112,"Parks and recreation","6","17","Ron Swanson","One day, this year or maybe the next, you're gonna be somewhere else.",0,"male",49111,2014,12,"2014-2017"
"5977",465272,"Parks and recreation","6","11","Leslie Knope","I love you, and you're also a very smart person.",1,"female",46527,2014,9,"2014-2017"
"5978",47634,"The Big Bang Theory","09","21 – The Viewing Party Combustion","Raj","Says I was talking too much about dating Claire and Emily, and I accused him of being jealous.",0,"male",41111,2016,18,"2014-2017"
"5979",486201,"Parks and recreation","6","16","Ben Wyatt","Larry, this is great stuff.",0,"male",48620,2014,4,"2014-2017"
"5980",44649,"The Big Bang Theory","09","09 – The Platonic Permutation","Penny","Look at us. Our first Thanksgiving as husband and wife.",1,"female",38556,2015,10,"2014-2017"
"5981",49091,"The Big Bang Theory","10","03 -The Dependence Transcendence","Leonard",": Look at that, it is a party.",0,"male",42232,2016,8,"2014-2017"
"5982",36918,"The Big Bang Theory","07","24 – The Status Quo Combustion","Leonard","Actually, this is about where she and I are going to live.",0,"male",31843,2014,12,"2014-2017"
"5983",51425,"The Big Bang Theory","10","12 – The Holiday Summation","Penny","There’s no shame in asking for a break.",1,"female",44231,2017,8,"2014-2017"
"5984",36970,"The Big Bang Theory","07","24 – The Status Quo Combustion","Amy","I also mentioned that he and I could live together but he was too mad at you to realize what a great idea that is.",1,"female",31893,2014,25,"2014-2017"
"5985",38631,"The Big Bang Theory","08","07 – The Misinterpretation Agitation","Leonard","I’ll be right back.",0,"male",33368,2014,4,"2014-2017"
"5986",34299,"The Big Bang Theory","07","13 – The Occupation Recalibration","Penny","Come on, boy. Come on. Let’s go. Let’s go. Get in the car. Come on.",1,"female",29572,2014,15,"2014-2017"
"5987",35006,"The Big Bang Theory","07","16 – The Table Polarisation","Penny","No buts. You got to stop letting him boss you around.",1,"female",30139,2014,11,"2014-2017"
"5988",38228,"The Big Bang Theory","08","05 – The Focus Attenuation","Howard","Negative reinforcement is really wrong?",0,"male",33028,2014,5,"2014-2017"
"5989",51944,"Parks and recreation","7","03","Ben Wyatt","But please, come to a neutral site and sit with Ron for 30 seconds so I can get this dumb document signed.",0,"male",51944,2015,21,"2014-2017"
"5990",51556,"The Big Bang Theory","10","13 – The Romance Recalibration","Howard","Yeah, it left little holes in the floor, that’s why I bought the rug.",0,"male",44356,2017,14,"2014-2017"
"5991",468942,"Parks and recreation","6","12","Leslie Knope","It was absolutely the right call.",1,"female",46894,2014,5,"2014-2017"
"5992",40495,"The Big Bang Theory","08","15 – The Comic Book Store Regeneration","Leonard","We’re not selling his tomatoes on eBay.",0,"male",34991,2015,7,"2014-2017"
"5993",40809,"The Big Bang Theory","08","16 – The Intimacy Acceleration","Penny","Aw, sweetie, I’m comfortable around you, too.",1,"female",35258,2015,7,"2014-2017"
"5994",45123,"The Big Bang Theory","09","11 – The Opening Night Excitation","Sheldon","(Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny.",0,"male",38948,2015,12,"2014-2017"
"5995",47603,"The Big Bang Theory","09","21 – The Viewing Party Combustion","Howard","As long as I don’t have to watch with him.",0,"male",41082,2016,10,"2014-2017"
"5996",466212,"Parks and recreation","6","12","Leslie Knope","Would you like a treat?",1,"female",46621,2014,4,"2014-2017"
"5997",494562,"Parks and recreation","6","18","Leslie Knope","Andy, that is not a good strategy, okay?",1,"female",49456,2014,7,"2014-2017"
"5998",45771,"The Big Bang Theory","09","13 – The Empathy Optimisation","Emily","Shh, let him finish.",1,"female",39525,2016,4,"2014-2017"
"5999",42705,"The Big Bang Theory","08","24 – The Commitment Determination","Penny","Okay, that’s enough. Stop talking.",1,"female",36912,2015,5,"2014-2017"
"6000",40818,"The Big Bang Theory","08","16 – The Intimacy Acceleration","Sheldon","Yeah, and you’re still eating our food.",0,"male",35267,2015,7,"2014-2017"
"6001",499882,"Parks and recreation","6","19","Donna Meagle","My boyfriend-- my friend Joe has the hookup at all the good preschools.",1,"female",49988,2014,12,"2014-2017"
