Unnamed: 0,Show,Season,Episode,Character,Line,Gender,Gender_label,Rownumber,Year,N_words,Year_groups,text,sentiment
470883,Frasier,10,21,Bebe,I felt a certain tingle in the knob.,2,female,47088,2003,7,2002-2005,I felt a certain tingle in the knob.,neutral
470893,Frasier,10,21,Frasier,"Indeed.  Well, I see Phil has landed you in the lap of luxury.",1,male,47089,2003,13,2002-2005,"Indeed.  Well, I see Phil has landed you in the lap of luxury.",positive
470903,Frasier,10,21,Bebe,"Yes, it's a lovely suite.  Unfortunately, there's some sort of choir championship this weekend and they practice at all hours.",2,female,47090,2003,20,2002-2005,"Yes, it's a lovely suite.  Unfortunately, there's some sort of choir championship this weekend and they practice at all hours.",positive
470918,Frasier,10,21,Frasier,Is it Madrigal Madness already?  I had no idea it was this close to Whitsun.,1,male,47091,2003,15,2002-2005,Is it Madrigal Madness already?  I had no idea it was this close to Whitsun.,neutral
470922,Frasier,10,21,Bebe,"Please, darling, sit.  I'll pour the champagne.",2,female,47092,2003,7,2002-2005,"Please, darling, sit.  I'll pour the champagne.",positive
470933,Frasier,10,21,Frasier,"I suppose a drop wouldn't hurt.  So, you give any thought to taking me on again?",1,male,47093,2003,16,2002-2005,"I suppose a drop wouldn't hurt.  So, you give any thought to taking me on again?",neutral
470943,Frasier,10,21,Bebe,Yes I have.  And I have to say there's almost nothing I'd enjoy more.,2,female,47094,2003,14,2002-2005,Yes I have.  And I have to say there's almost nothing I'd enjoy more.,positive
470963,Frasier,10,21,Bebe,"But first, let's talk about what I'd enjoy more.",2,female,47096,2003,8,2002-2005,"But first, let's talk about what I'd enjoy more.",positive
470973,Frasier,10,21,Frasier,You want more than ten percent?,1,male,47097,2003,5,2002-2005,You want more than ten percent?,neutral
470982,Frasier,10,21,Bebe,I want you.  And yes to the other thing.,2,female,47098,2003,9,2002-2005,I want you.  And yes to the other thing.,positive
470993,Frasier,10,21,Frasier,"Gosh, Bebe.  I'm terribly flattered, it's just that, uh...",1,male,47099,2003,9,2002-2005,"Gosh, Bebe.  I'm terribly flattered, it's just that, uh...",positive
471008,Frasier,10,21,Bebe,"Frasier, a few years ago I let down my guard and succumbed to your advances.",2,female,47100,2003,14,2002-2005,"Frasier, a few years ago I let down my guard and succumbed to your advances.",negative
471023,Frasier,10,21,Bebe,"It changed me, Frasier.  If I crave your touch again, you've only yourself to blame.",2,female,47102,2003,15,2002-2005,"It changed me, Frasier.  If I crave your touch again, you've only yourself to blame.",neutral
471032,Frasier,10,21,Frasier,"I'm not going to say that you're not a beautiful woman, but is it wise for us to jump into a relationship?",1,male,47103,2003,21,2002-2005,"I'm not going to say that you're not a beautiful woman, but is it wise for us to jump into a relationship?",neutral
471043,Frasier,10,21,Bebe,"I'm only talking about having a little fun.  After all, when I'm having fun, I'm happy.  When I'm happy, I work harder. When I work harder, you become famous and rich and powerful. That's what you want, isn't it?  Fame and power?",2,female,47104,2003,44,2002-2005,"I'm only talking about having a little fun.  After all, when I'm having fun, I'm happy.  When I'm happy, I work harder. When I work harder, you become famous and rich and powerful. That's what you want, isn't it?  Fame and power?",positive
471053,Frasier,10,21,Frasier,"I, I like to think of it more as influence, really, but...",1,male,47105,2003,11,2002-2005,"I, I like to think of it more as influence, really, but...",neutral
471062,Frasier,10,21,Bebe,I'll bet I can make you bigger than Dr. Phil!,2,female,47106,2003,9,2002-2005,I'll bet I can make you bigger than Dr. Phil!,positive
471073,Frasier,10,21,Frasier,Is that running water I hear?,1,male,47107,2003,5,2002-2005,Is that running water I hear?,neutral
471083,Frasier,10,21,Bebe,"Yes, I'm steaming the wrinkles out of a dress.  Does it put you in mind of a tropic night?  A moonlit stroll, the rhythmic lapping of waves against the shore...",2,female,47108,2003,31,2002-2005,"Yes, I'm steaming the wrinkles out of a dress.  Does it put you in mind of a tropic night?  A moonlit stroll, the rhythmic lapping of waves against the shore...",neutral
471093,Frasier,10,21,Frasier,"You know, if it's silk the steam could damage it.",1,male,47109,2003,9,2002-2005,"You know, if it's silk the steam could damage it.",negative
471118,Frasier,10,21,Frasier,"Gosh, I better open a window.",1,male,47111,2003,5,2002-2005,"Gosh, I better open a window.",neutral
471122,Frasier,10,21,Bebe,"Yes, darling, let the night in while I slip into something a little more comfortable.",2,female,47112,2003,14,2002-2005,"Yes, darling, let the night in while I slip into something a little more comfortable.",positive
471133,Frasier,10,21,Frasier,"Well, if you want comfortable, how about that sweater ensemble I saw you in this morning.",1,male,47113,2003,15,2002-2005,"Well, if you want comfortable, how about that sweater ensemble I saw you in this morning.",neutral
471153,Frasier,10,21,Bebe,"Join me, Frasier.  I'll make your dreams come true.",2,female,47115,2003,9,2002-2005,"Join me, Frasier.  I'll make your dreams come true.",positive
471173,Frasier,10,21,Bebe,"What I'm offering you is priceless.  Come, Frasier.",2,female,47117,2003,8,2002-2005,"What I'm offering you is priceless.  Come, Frasier.",positive
471193,Frasier,10,21,Martin,"Roger, you are go for lift off.  God speed, Martin Six.",1,male,47119,2003,10,2002-2005,"Roger, you are go for lift off.  God speed, Martin Six.",positive
471218,Frasier,10,21,Martin,"Just sort of a minor accident here.  But don't worry about it, everything's under control.",1,male,47121,2003,15,2002-2005,"Just sort of a minor accident here.  But don't worry about it, everything's under control.",neutral
471223,Frasier,10,21,Martin,"So, what time do you want me to pick up your sister?",1,male,47122,2003,11,2002-2005,"So, what time do you want me to pick up your sister?",neutral
471233,Frasier,10,21,Bebe,"Well, if it isn't the first couple of radio.  I knew I'd find you here.",2,female,47123,2003,15,2002-2005,"Well, if it isn't the first couple of radio.  I knew I'd find you here.",neutral
471242,Frasier,10,21,Frasier,"Bebe, shouldn't you be in Los Angeles with Dr Phil?",1,male,47124,2003,9,2002-2005,"Bebe, shouldn't you be in Los Angeles with Dr Phil?",neutral
471253,Frasier,10,21,Bebe,"That's up to you, Frasier.",2,female,47125,2003,4,2002-2005,"That's up to you, Frasier.",neutral
471273,Frasier,10,21,Bebe,"Well, after our... meeting last night, I had to ask myself a very difficult question Am I really that happy with Dr. Phil if I'm entertaining thoughts of returning to you?",2,female,47127,2003,30,2002-2005,"Well, after our... meeting last night, I had to ask myself a very difficult question Am I really that happy with Dr. Phil if I'm entertaining thoughts of returning to you?",negative
471283,Frasier,10,21,Frasier,Are you saying you'll have me back?,1,male,47128,2003,6,2002-2005,Are you saying you'll have me back?,neutral
471293,Frasier,10,21,Bebe,"How could I refuse you?  Dr. Phil has been amusing, but I need a project.  I need a Frasier Crane!",2,female,47129,2003,21,2002-2005,"How could I refuse you?  Dr. Phil has been amusing, but I need a project.  I need a Frasier Crane!",positive
471318,Frasier,10,21,Bebe,"Incidentally, Dr. Phil paid me fifteen percent.",2,female,47131,2003,6,2002-2005,"Incidentally, Dr. Phil paid me fifteen percent.",neutral
471323,Frasier,10,21,Frasier,"Well, as will Dr. Frasier.  I've just got one very difficult call to make to my agent.",1,male,47132,2003,17,2002-2005,"Well, as will Dr. Frasier.  I've just got one very difficult call to make to my agent.",neutral
471333,Frasier,10,21,Bebe,"Already handled.  I also took the liberty of calling Spokane, the terms of your deal there were worse than abysmal.",2,female,47133,2003,20,2002-2005,"Already handled.  I also took the liberty of calling Spokane, the terms of your deal there were worse than abysmal.",negative
471343,Frasier,10,21,Frasier,"Great, great!  You got me more money?",1,male,47134,2003,7,2002-2005,"Great, great!  You got me more money?",positive
471353,Frasier,10,21,Bebe,"No, they wouldn't budge, so you quit!  You're no longer on in Spokane, isn't it exciting?",2,female,47135,2003,16,2002-2005,"No, they wouldn't budge, so you quit!  You're no longer on in Spokane, isn't it exciting?",negative
471362,Frasier,10,21,Roz,"Wait a minute, that is a step backwards!",2,female,47136,2003,7,2002-2005,"Wait a minute, that is a step backwards!",negative
471373,Frasier,10,21,Bebe,"All the better to get a running start.  In my opinion, the future is firmly in front of us.  Congratulations, Frasier.",2,female,47137,2003,22,2002-2005,"All the better to get a running start.  In my opinion, the future is firmly in front of us.  Congratulations, Frasier.",positive
471383,Frasier,10,21,Frasier,"Oh, thank you, Bebe, thank you so much.  I'll call you tomorrow.",1,male,47138,2003,12,2002-2005,"Oh, thank you, Bebe, thank you so much.  I'll call you tomorrow.",positive
471393,Frasier,10,21,Frasier,"Gosh, Roz, isn't that great news?  I feel as if a weight has been lifted from me.  Oh, it's marvelous!",1,male,47139,2003,21,2002-2005,"Gosh, Roz, isn't that great news?  I feel as if a weight has been lifted from me.  Oh, it's marvelous!",positive
471403,Frasier,10,21,Roz,She's charging you more money and we just lost Spokane.,2,female,47140,2003,9,2002-2005,She's charging you more money and we just lost Spokane.,negative
471418,Frasier,10,21,Frasier,Big picture!  The future is firmly in front of me!,1,male,47141,2003,10,2002-2005,Big picture!  The future is firmly in front of me!,positive
471423,Frasier,10,21,Roz,Isn't the future always in front of you?,2,female,47142,2003,7,2002-2005,Isn't the future always in front of you?,neutral
471442,Frasier,10,21,Bebe,"Well, my little lamb has bleated back to me.  Frasier has rejoined the flock.",2,female,47144,2003,14,2002-2005,"Well, my little lamb has bleated back to me.  Frasier has rejoined the flock.",neutral
471453,Frasier,10,21,Bebe,"We're square, darling.  And maybe the next time you gamble with Bebe, you'll pay your debts with cash.",2,female,47145,2003,18,2002-2005,"We're square, darling.  And maybe the next time you gamble with Bebe, you'll pay your debts with cash.",neutral
471463,Frasier,10,21,Bebe,"So, your wife doesn't know you play poker.",2,female,47146,2003,7,2002-2005,"So, your wife doesn't know you play poker.",neutral
471473,Frasier,10,21,Bebe,I see.  And how's that workin' for you?,2,female,47147,2003,8,2002-2005,I see.  And how's that workin' for you?,neutral
471483,Frasier,10,22,Frasier,What is this?  St. Osric's Pre Kindergartener Academy and Day Care Center?  Do I hear the pitter patter of petite elite feet?,1,male,47148,2003,21,2002-2005,What is this?  St. Osric's Pre Kindergartener Academy and Day Care Center?  Do I hear the pitter patter of petite elite feet?,neutral
471493,Frasier,10,22,Niles,"No, no, no.  It's just that the wait list for St. Osric's is up to four years.  So I thought we should get our application in now to be safe.",1,male,47149,2003,31,2002-2005,"No, no, no.  It's just that the wait list for St. Osric's is up to four years.  So I thought we should get our application in now to be safe.",neutral
471503,Frasier,10,22,Frasier,"Very wise, Niles.  You know, Lilith and I waited until Frederick was conceived before we enrolled him in private school.",1,male,47150,2003,20,2002-2005,"Very wise, Niles.  You know, Lilith and I waited until Frederick was conceived before we enrolled him in private school.",neutral
471523,Frasier,10,22,Daphne,"It's pre kindergarten.  They run around, they sing, they nap. I mean, how special can St. Osric's really be?",2,female,47152,2003,18,2002-2005,"It's pre kindergarten.  They run around, they sing, they nap. I mean, how special can St. Osric's really be?",positive
471533,Frasier,10,22,Niles,"Well, I hear the top two percent in coloring and putting away can pretty much write their own ticket.",1,male,47153,2003,18,2002-2005,"Well, I hear the top two percent in coloring and putting away can pretty much write their own ticket.",neutral
471543,Frasier,10,22,Frasier,"Oh, Niles, guess who's coming to visit?  Leland Barton.",1,male,47154,2003,9,2002-2005,"Oh, Niles, guess who's coming to visit?  Leland Barton.",neutral
471553,Frasier,10,22,Niles,Really.  From the Empire Club?,1,male,47155,2003,5,2002-2005,Really.  From the Empire Club?,neutral
471563,Frasier,10,22,Frasier,"No, that's Barton Leland.  Leland Barton was Mom's research assistant.  They worked together closely for years.",1,male,47156,2003,17,2002-2005,"No, that's Barton Leland.  Leland Barton was Mom's research assistant.  They worked together closely for years.",neutral
471583,Frasier,10,22,Frasier,"Oh, that's right.  We were just boys when he moved to France. Apparently he gave up psychiatry and immersed himself in the Paris art world.  Today he sits on the board of the Paris Museum of Modern Art.",1,male,47158,2003,39,2002-2005,"Oh, that's right.  We were just boys when he moved to France. Apparently he gave up psychiatry and immersed himself in the Paris art world.  Today he sits on the board of the Paris Museum of Modern Art.",neutral
471593,Frasier,10,22,Niles,Wow.  It takes a brave man to just chuck it all.  Cross the ocean in pursuit of a new life in a new country.,1,male,47159,2003,25,2002-2005,Wow.  It takes a brave man to just chuck it all.  Cross the ocean in pursuit of a new life in a new country.,positive
471617,Frasier,10,22,Niles,"Oh, yes, that's absolutely right.  That's exactly what you did.",1,male,47161,2003,10,2002-2005,"Oh, yes, that's absolutely right.  That's exactly what you did.",neutral
471623,Frasier,10,22,Frasier,Just like Dr. Barton you bade farewell to the comforts of hearth and home and filled your sails with the winds of change and adventure.,1,male,47162,2003,24,2002-2005,Just like Dr. Barton you bade farewell to the comforts of hearth and home and filled your sails with the winds of change and adventure.,positive
471632,Frasier,10,22,Daphne,I never looked at it that way.  Now I'll have something to think about this afternoon when I'm rubbin' your dad's bum.,2,female,47163,2003,22,2002-2005,I never looked at it that way.  Now I'll have something to think about this afternoon when I'm rubbin' your dad's bum.,negative
471663,Frasier,10,22,Martin,"Hey, Roz, how was the dog park?",1,male,47166,2003,6,2002-2005,"Hey, Roz, how was the dog park?",neutral
471673,Frasier,10,22,Roz,"Well, I got a phone number.",2,female,47167,2003,5,2002-2005,"Well, I got a phone number.",neutral
471693,Frasier,10,22,Frasier,Is that why you people have pets?  To get dates?,1,male,47169,2003,10,2002-2005,Is that why you people have pets?  To get dates?,neutral
471703,Frasier,10,22,Roz,"No, but it's a plus.  I've never met one person who didn't get at least one date through their pet.",2,female,47170,2003,20,2002-2005,"No, but it's a plus.  I've never met one person who didn't get at least one date through their pet.",positive
471717,Frasier,10,22,Frasier,"Well, meet me!  Four years of high school and not a single encounter generated!  Stupid fish.",1,male,47171,2003,17,2002-2005,"Well, meet me!  Four years of high school and not a single encounter generated!  Stupid fish.",negative
471743,Frasier,10,22,Martin,"He was Hester's research assistant.  Used to follow her around like a puppy.  I think he was always a little bit jealous of me, to be honest.  Not that he was alone.",1,male,47174,2003,34,2002-2005,"He was Hester's research assistant.  Used to follow her around like a puppy.  I think he was always a little bit jealous of me, to be honest.  Not that he was alone.",neutral
471773,Frasier,10,22,Frasier,Let me take that for you.,1,male,47177,2003,5,2002-2005,Let me take that for you.,neutral
471783,Frasier,10,22,Martin,"Oh, my hair's gray and I've got a bullet in my hip.",1,male,47178,2003,11,2002-2005,"Oh, my hair's gray and I've got a bullet in my hip.",negative
471793,Frasier,10,22,Martin,"Well, you look exactly the same, too.",1,male,47179,2003,6,2002-2005,"Well, you look exactly the same, too.",neutral
471803,Frasier,10,22,Frasier,"No, this is my producer Roz Doyle.  My brother's not here.",1,male,47180,2003,11,2002-2005,"No, this is my producer Roz Doyle.  My brother's not here.",neutral
471818,Frasier,10,22,Roz,"And it's nice to meet you, too.  I guess I should be going.",2,female,47181,2003,13,2002-2005,"And it's nice to meet you, too.  I guess I should be going.",positive
471823,Frasier,10,22,Frasier,"Please, Roz, stay if you like.  Can I get anybody a drink?",1,male,47182,2003,12,2002-2005,"Please, Roz, stay if you like.  Can I get anybody a drink?",neutral
471833,Frasier,10,22,Frasier,"Oh, I think I can scare up a glass.  Roz?",1,male,47183,2003,10,2002-2005,"Oh, I think I can scare up a glass.  Roz?",neutral
471843,Frasier,10,22,Roz,"Oh, I'll have a beer, please.",2,female,47184,2003,5,2002-2005,"Oh, I'll have a beer, please.",positive
471853,Frasier,10,22,Martin,"Well, I can handle that.",1,male,47185,2003,4,2002-2005,"Well, I can handle that.",positive
471873,Frasier,10,22,Roz,"So, I hear you worked with Frasier's mom.",2,female,47187,2003,7,2002-2005,"So, I hear you worked with Frasier's mom.",neutral
471892,Frasier,10,22,Frasier,Here we are.  Welcome back to Seattle.,1,male,47189,2003,7,2002-2005,Here we are.  Welcome back to Seattle.,positive
471917,Frasier,10,22,Frasier,"Oh, thank you.  It's an Andalusian Amontillado I'm rather fond of.",1,male,47191,2003,11,2002-2005,"Oh, thank you.  It's an Andalusian Amontillado I'm rather fond of.",positive
471923,Frasier,10,22,Frasier,"Oh, my brother and I have always had a taste for it.",1,male,47192,2003,11,2002-2005,"Oh, my brother and I have always had a taste for it.",positive
471933,Frasier,10,22,Martin,"Well, you didn't get any of that from me.  I always hated the stuff.  You know, come to think of it, so did your mom.",1,male,47193,2003,26,2002-2005,"Well, you didn't get any of that from me.  I always hated the stuff.  You know, come to think of it, so did your mom.",negative
471963,Frasier,10,22,Frasier,"I don't really know.  He used to do that to me.  But I'll tell you what, just don't get in a staring contest with him, that's what he wants.",1,male,47196,2003,30,2002-2005,"I don't really know.  He used to do that to me.  But I'll tell you what, just don't get in a staring contest with him, that's what he wants.",neutral
471973,Frasier,10,22,Martin,"Come on, Eddie, get down.  I'm sorry, I don't know what got into him.  I'll get him a treat.",1,male,47197,2003,20,2002-2005,"Come on, Eddie, get down.  I'm sorry, I don't know what got into him.  I'll get him a treat.",negative
471983,Frasier,10,22,Frasier,"Oh, that's because while most Ashanti statues are intended to ward off evil spirits, this one was designed to distract me while my pockets were picked at the Kinshasa Airport.",1,male,47198,2003,29,2002-2005,"Oh, that's because while most Ashanti statues are intended to ward off evil spirits, this one was designed to distract me while my pockets were picked at the Kinshasa Airport.",negative
471993,Frasier,10,22,Roz,You two have a lot in common.  Psychiatry and sherry and art...,2,female,47199,2003,12,2002-2005,You two have a lot in common.  Psychiatry and sherry and art...,positive
472003,Frasier,10,22,Frasier,"It is an exact replica of the one in her Paris atelier.  You know, not many people even notice it.",1,male,47200,2003,20,2002-2005,"It is an exact replica of the one in her Paris atelier.  You know, not many people even notice it.",neutral
472018,Frasier,10,22,Frasier,"Oh, I would love to hear that story.",1,male,47201,2003,7,2002-2005,"Oh, I would love to hear that story.",positive
472053,Frasier,10,22,Niles,"Okay, we just need to fill in a name and I can get the application over to St. Osric's.",1,male,47205,2003,18,2002-2005,"Okay, we just need to fill in a name and I can get the application over to St. Osric's.",neutral
472063,Frasier,10,22,Daphne,How can we have a name?  I'm not even pregnant yet.,2,female,47206,2003,11,2002-2005,How can we have a name?  I'm not even pregnant yet.,negative
472073,Frasier,10,22,Niles,"Well, it's not THE name, it's just a place holder.  Anything will do.",1,male,47207,2003,13,2002-2005,"Well, it's not THE name, it's just a place holder.  Anything will do.",neutral
472083,Frasier,10,22,Daphne,"All right, how about, uh... Simon?",2,female,47208,2003,5,2002-2005,"All right, how about, uh... Simon?",neutral
472092,Frasier,10,22,Niles,"As in your brother with the substance abuse problem, Simon?",1,male,47209,2003,9,2002-2005,"As in your brother with the substance abuse problem, Simon?",negative
472107,Frasier,10,22,Daphne,"There are other Simons, you know.  Simon Templar, Simon Legree... Simon Chipmunk.",2,female,47210,2003,12,2002-2005,"There are other Simons, you know.  Simon Templar, Simon Legree... Simon Chipmunk.",neutral
472116,Frasier,10,22,Niles,"Not exactly building a case for Simon"".  How about Jill?",1,male,47211,2003,10,2002-2005,"Not exactly building a case for Simon"".  How about Jill?",negative
472123,Frasier,10,22,Daphne,"No, don't like it.  That's the name of that weather tart on channel eight.",2,female,47212,2003,14,2002-2005,"No, don't like it.  That's the name of that weather tart on channel eight.",negative
472133,Frasier,10,22,Niles,"All right, let's just pick a name at random.  Like out of the phone book.",1,male,47213,2003,15,2002-2005,"All right, let's just pick a name at random.  Like out of the phone book.",neutral
472143,Frasier,10,22,Daphne,That's a good idea.  Leave it to fate.,2,female,47214,2003,8,2002-2005,That's a good idea.  Leave it to fate.,positive
472153,Frasier,10,22,Niles,"Okay.  When I stop, you point.",1,male,47215,2003,6,2002-2005,"Okay.  When I stop, you point.",neutral
472163,Frasier,10,22,Niles," Bob.""  Great.  ""Bob Crane.""  Okay, we're going to need some Wite Out.",1,male,47216,2003,13,2002-2005," Bob.""  Great.  ""Bob Crane.""  Okay, we're going to need some Wite Out.",positive
472183,Frasier,10,22,Frasier,"Oh, Roz, do you mind if we join you?",1,male,47218,2003,8,2002-2005,"Oh, Roz, do you mind if we join you?",neutral
472193,Frasier,10,22,Roz,"Oh, yeah, not at all.",2,female,47219,2003,4,2002-2005,"Oh, yeah, not at all.",neutral
472203,Frasier,10,22,Niles,"Leland, it is such a pleasure to talk shop with a fellow nutcracker.",1,male,47220,2003,12,2002-2005,"Leland, it is such a pleasure to talk shop with a fellow nutcracker.",positive
472218,Frasier,10,22,Niles,"Do you have a pun, Frasier?",1,male,47221,2003,5,2002-2005,"Do you have a pun, Frasier?",neutral
472223,Frasier,10,22,Frasier,"No, let's just sit down.",1,male,47222,2003,4,2002-2005,"No, let's just sit down.",neutral
472253,Frasier,10,22,Frasier,"Oh, you know, there is a wonderful Brassai exhibit in town. What do you say we stop over there after lunch?",1,male,47225,2003,20,2002-2005,"Oh, you know, there is a wonderful Brassai exhibit in town. What do you say we stop over there after lunch?",positive
472263,Frasier,10,22,Niles,"Oh, I wish I could join you, I have patients all afternoon. I don't suppose you'd be willing to go now, would you?",1,male,47226,2003,22,2002-2005,"Oh, I wish I could join you, I have patients all afternoon. I don't suppose you'd be willing to go now, would you?",negative
472273,Frasier,10,22,Frasier,"Oh, certainly, let's go get our coffee at the museum.",1,male,47227,2003,9,2002-2005,"Oh, certainly, let's go get our coffee at the museum.",positive
472283,Frasier,10,22,Frasier,"Dad, Roz, any chance you'd like to take in some Parisian photos taken by an old Romanian master?",1,male,47228,2003,17,2002-2005,"Dad, Roz, any chance you'd like to take in some Parisian photos taken by an old Romanian master?",neutral
472316,Frasier,10,22,Frasier,"Oh, thank you very much.  Here you go, ""Dad.""",1,male,47231,2003,9,2002-2005,"Oh, thank you very much.  Here you go, ""Dad.""",positive
472323,Frasier,10,22,Martin,"Well, I don't blame her for that.  Leland's more like 'em than I am.",1,male,47232,2003,14,2002-2005,"Well, I don't blame her for that.  Leland's more like 'em than I am.",neutral
472333,Frasier,10,22,Roz,Really?  You really think so?,2,female,47233,2003,5,2002-2005,Really?  You really think so?,negative
472343,Frasier,10,22,Martin,"Oh, come on.  How can you not see it?  They're like three fancy peas in a pod.",1,male,47234,2003,18,2002-2005,"Oh, come on.  How can you not see it?  They're like three fancy peas in a pod.",neutral
472353,Frasier,10,22,Roz,"Well, I did notice that they have the same taste in art and music, and they even have some of the same mannerisms.",2,female,47235,2003,22,2002-2005,"Well, I did notice that they have the same taste in art and music, and they even have some of the same mannerisms.",positive
472363,Frasier,10,22,Martin,"Yeah.  And Leland and Niles are both allergic to rose hips and Jerusalem artichokes.  Weird, huh?",1,male,47236,2003,17,2002-2005,"Yeah.  And Leland and Niles are both allergic to rose hips and Jerusalem artichokes.  Weird, huh?",negative
472373,Frasier,10,22,Roz,"When Leland started talking to me last night about how close he and Hester were, I started thinkin' what you're thinkin'.",2,female,47237,2003,20,2002-2005,"When Leland started talking to me last night about how close he and Hester were, I started thinkin' what you're thinkin'.",neutral
472383,Frasier,10,22,Martin,And what am I thinking?,1,male,47238,2003,4,2002-2005,And what am I thinking?,neutral
472403,Frasier,10,22,Martin,What are you saying?  You think he's their father?,1,male,47240,2003,9,2002-2005,What are you saying?  You think he's their father?,neutral
472418,Frasier,10,22,Roz,"No, I wasn't saying that!",2,female,47241,2003,4,2002-2005,"No, I wasn't saying that!",neutral
472423,Frasier,10,22,Martin,"Lot's of people like art and sherry and French stuff.  It doesn't mean they're related.  By your logic, everyone on the cooking channel is their father.",1,male,47242,2003,27,2002-2005,"Lot's of people like art and sherry and French stuff.  It doesn't mean they're related.  By your logic, everyone on the cooking channel is their father.",neutral
472453,Frasier,10,22,Martin,Ugh.  What the hell is this?,1,male,47245,2003,6,2002-2005,Ugh.  What the hell is this?,negative
472463,Frasier,10,22,Roz,"I don't know, it was there when I sat down.",2,female,47246,2003,9,2002-2005,"I don't know, it was there when I sat down.",neutral
472483,Frasier,10,22,Niles,"Leland, your autobiography is wonderful.",1,male,47248,2003,4,2002-2005,"Leland, your autobiography is wonderful.",positive
472493,Frasier,10,22,Niles,Ah.  Have you shown it to Frasier?,1,male,47249,2003,7,2002-2005,Ah.  Have you shown it to Frasier?,neutral
472503,Frasier,10,22,Niles,"Let's go see.  Bring the manuscript, he'd love to see it.",1,male,47250,2003,11,2002-2005,"Let's go see.  Bring the manuscript, he'd love to see it.",positive
472517,Frasier,10,22,Niles,"Hello.  Oh, hello, Darling.Go ahead, I'll be right there.",1,male,47251,2003,9,2002-2005,"Hello.  Oh, hello, Darling.Go ahead, I'll be right there.",positive
472523,Frasier,10,22,Niles,"Okay, so Delilah is out?  No, that's fine, that's fine. What are your ideas? ... Taylor.  Fletcher.  Cooper.  Tanner? Where are you getting these, the Big Book of Medieval Professions?",1,male,47252,2003,33,2002-2005,"Okay, so Delilah is out?  No, that's fine, that's fine. What are your ideas? ... Taylor.  Fletcher.  Cooper.  Tanner? Where are you getting these, the Big Book of Medieval Professions?",neutral
472532,Frasier,10,22,Frasier,"Oh, I'm afraid my stomach is still churning.  I'm not going to be able to make dinner.",1,male,47253,2003,17,2002-2005,"Oh, I'm afraid my stomach is still churning.  I'm not going to be able to make dinner.",negative
472543,Frasier,10,22,Frasier,"Well, when I can't give an opinion you may as well call the coroner, tag my toe, I'm dead.",1,male,47254,2003,18,2002-2005,"Well, when I can't give an opinion you may as well call the coroner, tag my toe, I'm dead.",negative
472553,Frasier,10,22,Niles,No.  That's a kind of car.,1,male,47255,2003,6,2002-2005,No.  That's a kind of car.,neutral
472593,Frasier,10,22,Niles,"Oh, we were going to go out to dinner with Leland, but Frasier's not feeling well.",1,male,47259,2003,15,2002-2005,"Oh, we were going to go out to dinner with Leland, but Frasier's not feeling well.",negative
472603,Frasier,10,22,Martin,"Oh.  Well, maybe I'll go check on him.",1,male,47260,2003,8,2002-2005,"Oh.  Well, maybe I'll go check on him.",neutral
472618,Frasier,10,22,Niles,Now it just sounds like you're reading from the spice rack.,1,male,47261,2003,10,2002-2005,Now it just sounds like you're reading from the spice rack.,negative
472623,Frasier,10,22,Frasier,"Oh, that was wonderful.  Read me another.",1,male,47262,2003,7,2002-2005,"Oh, that was wonderful.  Read me another.",positive
472643,Frasier,10,22,Martin,"Hey, Fraizh.  I just was wonderin' how you were doin'.",1,male,47264,2003,10,2002-2005,"Hey, Fraizh.  I just was wonderin' how you were doin'.",neutral
472653,Frasier,10,22,Frasier,"Oh, well, not so good, actually.  I'm afraid I'm going to have to skip dinner.  Why don't you go in my place?",1,male,47265,2003,23,2002-2005,"Oh, well, not so good, actually.  I'm afraid I'm going to have to skip dinner.  Why don't you go in my place?",negative
472663,Frasier,10,22,Martin,"Sure, if you want me to.",1,male,47266,2003,5,2002-2005,"Sure, if you want me to.",positive
472672,Frasier,10,22,Frasier,"All right.  You know, the two of you should get going, really. You'll miss the reservation.",1,male,47267,2003,16,2002-2005,"All right.  You know, the two of you should get going, really. You'll miss the reservation.",neutral
472683,Frasier,10,22,Martin,"Right.  Get well, son.",1,male,47268,2003,4,2002-2005,"Right.  Get well, son.",positive
472703,Frasier,10,22,Martin,"Oh, Fraizh, you want me to bring you back something from the restaurant?  Maybe some Jell o to sooth your tummy?",1,male,47270,2003,20,2002-2005,"Oh, Fraizh, you want me to bring you back something from the restaurant?  Maybe some Jell o to sooth your tummy?",neutral
472717,Frasier,10,22,Frasier,"Thank you, Dad, it's all taken care of.  Leland's going to bring me some consomme and sorbet.",1,male,47271,2003,17,2002-2005,"Thank you, Dad, it's all taken care of.  Leland's going to bring me some consomme and sorbet.",positive
472753,Frasier,10,22,Niles,"No, it's the whole leg.  I'll just wait it out.",1,male,47275,2003,10,2002-2005,"No, it's the whole leg.  I'll just wait it out.",neutral
472763,Frasier,10,22,Niles,"No, I can't put weight on it.",1,male,47276,2003,6,2002-2005,"No, I can't put weight on it.",negative
472773,Frasier,10,22,Roz,You really think your wife would have ever cheated on you?,2,female,47277,2003,10,2002-2005,You really think your wife would have ever cheated on you?,negative
472783,Frasier,10,22,Martin,She did.  She said it happened once.,1,male,47278,2003,7,2002-2005,She did.  She said it happened once.,neutral
472793,Frasier,10,22,Roz,"Oh, my God.  With Leland?",2,female,47279,2003,5,2002-2005,"Oh, my God.  With Leland?",neutral
