"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"173",253106,"Seinfeld","1","2","ELAINE","You turned around and you had these wooden teeth.",1,"female",253,1990,8,"1989-1993"
"174",254107,"Seinfeld","1","2","JERRY","How do you like that? Can I turn now? Is this over? No, I can't, I can't. I'm stuck.",0,"male",254,1990,18,"1989-1993"
"175",255106,"Seinfeld","1","2","ELAINE","Jerry? Are you listening to me?",1,"female",255,1990,5,"1989-1993"
"176",257106,"Seinfeld","1","2","JERRY","Thank you, Pamela! So, you're a lawyer...",0,"male",257,1990,6,"1989-1993"
"177",258107,"Seinfeld","1","2","JERRY","Sagman, Bennet, Robbins, Oppenheim and Taft. Sagman, Bennet, Robbins, Oppenheim and Taft... Of course, they handled my tattoo removal lawsuit.",0,"male",258,1990,19,"1989-1993"
"178",259106,"Seinfeld","1","2","JERRY","Imagine, spelling Mom with two Os.",0,"male",259,1990,5,"1989-1993"
"179",261107,"Seinfeld","1","2","JERRY","Sagman, Bennet, Robbins, Oppenheim and Taft. Sagman, Bennet, Robbins, Oppenheim and Taft.",0,"male",261,1990,11,"1989-1993"
"180",262106,"Seinfeld","1","2","JERRY","I can't believe it. I got nothing! I don't even know her name! Sagman, Bennet, Robbins, Oppenheim and Taft. Sagman, Bennet, Robbins, Oppen... Sagman... Sag...",0,"male",262,1990,24,"1989-1993"
"181",263106,"Seinfeld","1","2","JERRY","That wasn't so bad, really.",0,"male",263,1990,4,"1989-1993"
"182",264106,"Seinfeld","1","2","ELAINE","Yknow, um, you could use a little work on your manners.",1,"female",264,1990,10,"1989-1993"
"183",265107,"Seinfeld","1","2","JERRY","Why? What did I do?",0,"male",265,1990,4,"1989-1993"
"184",266107,"Seinfeld","1","2","ELAINE","Well-Well, I just don't appreciate these little courtesy responses, like I'm selling you aluminum siding.",1,"female",266,1990,14,"1989-1993"
"185",268106,"Seinfeld","1","2","ELAINE","No! You couldn't wait to get back to your little... conversation.",1,"female",268,1990,10,"1989-1993"
"186",269107,"Seinfeld","1","2","JERRY","No, you were talking about the, the um, the dream you had.",0,"male",269,1990,11,"1989-1993"
"187",271107,"Seinfeld","1","2","JERRY","Where you had, uh, wooden teeth.",0,"male",271,1990,5,"1989-1993"
"188",272107,"Seinfeld","1","2","ELAINE","No! No! You had wooden teeth! You had wooden teeth! I didn't have wooden teeth, you did!",1,"female",272,1990,16,"1989-1993"
"189",273106,"Seinfeld","1","2","JERRY","All right, so I had wooden teeth, so what?",0,"male",273,1990,8,"1989-1993"
"190",275107,"Seinfeld","1","2","JERRY","Apparently Plato, who came up with the concept of the platonic relationship, was pretty excited about it. He named it after himself. He said, Yeah, I got this new thing Platonic. My idea, my name, callin it after myself. What I do is, I go out with the girls, I talk with them- don't do anything, and go right home. What'd you think? I think it's going to be big! I bet you there we're other guys in history that tried to get relationships named after them, but it didn't work. Yknow, I bet you there we're guys who tried to do it, just went, Uh, Hi, uh my names Rico. Would you like to go to bed immediately? Hey, it's a Riconic relationship.",0,"male",275,1990,123,"1989-1993"
"191",278105,"Seinfeld","1","2","JERRY","This is what I like, see? You come home and your parents are in your bed!",0,"male",278,1990,15,"1989-1993"
"192",279107,"Seinfeld","1","2","HELEN","Yknow, Jerry, we don't have to do this.",1,"female",279,1990,7,"1989-1993"
"193",280106,"Seinfeld","1","2","JERRY","What are you talkin about? It's fine, I love having you here.",0,"male",280,1990,11,"1989-1993"
"194",281106,"Seinfeld","1","2","HELEN","Tomorrow we'll go to a hotel.",1,"female",281,1990,5,"1989-1993"
"195",283107,"Seinfeld","1","2","HELEN","No, why should we take over your apartment?",1,"female",283,1990,7,"1989-1993"
"196",284105,"Seinfeld","1","2","JERRY","I don't care. I'm sleeping next door.",0,"male",284,1990,6,"1989-1993"
"197",285107,"Seinfeld","1","2","HELEN","Your friend Kramer doesn't mind?",1,"female",285,1990,4,"1989-1993"
"198",286106,"Seinfeld","1","2","JERRY","No, he's making a bouillabaisse.",0,"male",286,1990,4,"1989-1993"
"199",287106,"Seinfeld","1","2","JERRY","So, dad, lemme ask you a question. How many people work at these big law offices?",0,"male",287,1990,15,"1989-1993"
"200",289107,"Seinfeld","1","2","JERRY","Yeah, but if you called up and described someone, do you think they would know who it was?",0,"male",289,1990,17,"1989-1993"
"201",290106,"Seinfeld","1","2","MORTY","What's the matter? You need a lawyer?",0,"male",290,1990,6,"1989-1993"
"202",291107,"Seinfeld","1","2","JERRY","No, I met someone at this party, and I know where she works, but I don't know her name.",0,"male",291,1990,18,"1989-1993"
"203",292106,"Seinfeld","1","2","MORTY","So why don't you ask someone who was at the party?",0,"male",292,1990,10,"1989-1993"
"204",293106,"Seinfeld","1","2","JERRY","Nah, the only one I could ask is Elaine, and I can't ask her.",0,"male",293,1990,13,"1989-1993"
"205",295107,"Seinfeld","1","2","JERRY","Because it's complicated. There's some tension there.",0,"male",295,1990,6,"1989-1993"
"206",296107,"Seinfeld","1","2","HELEN","He used to go with her.",1,"female",296,1990,5,"1989-1993"
"207",298106,"Seinfeld","1","2","MORTY","From Maryland. The one who brought you the chocolate covered cherries you didn't like.",0,"male",298,1990,13,"1989-1993"
"208",299106,"Seinfeld","1","2","HELEN","Oh yeah, very alert. Warm person.",1,"female",299,1990,5,"1989-1993"
"209",301107,"Seinfeld","1","2","HELEN","So, how come nothing materialized there?",1,"female",301,1990,5,"1989-1993"
"210",302106,"Seinfeld","1","2","JERRY","Well, it's a tough thing to talk about uh. I dunno...",0,"male",302,1990,10,"1989-1993"
"211",303107,"Seinfeld","1","2","HELEN","I know what it was.",1,"female",303,1990,4,"1989-1993"
"212",304107,"Seinfeld","1","2","JERRY","You don't know what it was.",0,"male",304,1990,5,"1989-1993"
"213",306107,"Seinfeld","1","2","JERRY","Well, we fight a lot for some reason.",0,"male",306,1990,7,"1989-1993"
"214",309107,"Seinfeld","1","2","JERRY","And there was a little problem with the physical chemistry.",0,"male",309,1990,9,"1989-1993"
"215",310107,"Seinfeld","1","2","HELEN","Well, I think she's a very attractive girl.",1,"female",310,1990,7,"1989-1993"
"216",311107,"Seinfeld","1","2","JERRY","Oh, she is, she absolutely is.",0,"male",311,1990,5,"1989-1993"
"217",312107,"Seinfeld","1","2","HELEN","I can see if there was a weight problem...",1,"female",312,1990,8,"1989-1993"
"218",313107,"Seinfeld","1","2","JERRY","No, it's not that. It wasn't all one-sided.",0,"male",313,1990,7,"1989-1993"
"219",314107,"Seinfeld","1","2","HELEN","You know, you can't be so particular. Nobodys perfect.",1,"female",314,1990,8,"1989-1993"
"220",316106,"Seinfeld","1","2","MORTY","Yknow Jerry, it's a good thing I wasn't so particular.",0,"male",316,1990,9,"1989-1993"
"221",317107,"Seinfeld","1","2","HELEN","Idiot. So whore you looking for, Sophia Loren?",1,"female",317,1990,7,"1989-1993"
"222",318107,"Seinfeld","1","2","JERRY","That's got nothin to do with it.",0,"male",318,1990,6,"1989-1993"
"223",320107,"Seinfeld","1","2","HELEN","Where do you get Loni Anderson?",1,"female",320,1990,5,"1989-1993"
"224",321106,"Seinfeld","1","2","MORTY","Why, what's wrong with Loni Anderson?",0,"male",321,1990,5,"1989-1993"
"225",322107,"Seinfeld","1","2","HELEN","I like Elaine more than Loni Anderson.",1,"female",322,1990,6,"1989-1993"
"226",323107,"Seinfeld","1","2","JERRY","What are you two talking about? Look, Elaine just wasn't the one.",0,"male",323,1990,11,"1989-1993"
"227",324107,"Seinfeld","1","2","HELEN","And this other ones the one?",1,"female",324,1990,5,"1989-1993"
"228",326107,"Seinfeld","1","2","MORTY","So ask Elaine there for her number.",0,"male",326,1990,6,"1989-1993"
"229",327107,"Seinfeld","1","2","JERRY","I can't. She'll get upset. I never talk about other women with her, especially this one tonight.",0,"male",327,1990,16,"1989-1993"
"230",328107,"Seinfeld","1","2","HELEN","How could you still see her if your not interested?",1,"female",328,1990,9,"1989-1993"
"231",330107,"Seinfeld","1","2","MORTY","Doesn't sound like you're friends to me. If you were friends you'd-you'd ask her for the number. Do you know where this other one works?",0,"male",330,1990,24,"1989-1993"
"232",332106,"Seinfeld","1","2","MORTY","Well, go up to the office.",0,"male",332,1990,5,"1989-1993"
"233",334106,"Seinfeld","1","2","MORTY","Go to the building. She goes out to lunch, doesn't she?",0,"male",334,1990,10,"1989-1993"
"234",336107,"Seinfeld","1","2","MORTY","So, you stand in the lobby, by the elevator, and wait for her to come down for lunch.",0,"male",336,1990,17,"1989-1993"
"235",337107,"Seinfeld","1","2","JERRY","You mean stakeout the lobby?",0,"male",337,1990,4,"1989-1993"
"236",338107,"Seinfeld","1","2","HELEN","Morty, that's ridiculous. Just ask Elaine for the number!",1,"female",338,1990,8,"1989-1993"
"237",339107,"Seinfeld","1","2","MORTY","He doesn't want to ask Elaine for the number.",0,"male",339,1990,8,"1989-1993"
"238",340106,"Seinfeld","1","2","HELEN","So you've got him standing by the elevator like a dope! What happens when he sees her?",1,"female",340,1990,16,"1989-1993"
"239",341107,"Seinfeld","1","2","MORTY","He pretends he bumped into her!",0,"male",341,1990,5,"1989-1993"
"240",342107,"Seinfeld","1","2","JERRY","Yknow what? This is not that bad an idea.",0,"male",342,1990,8,"1989-1993"
"241",343107,"Seinfeld","1","2","GEORGE","What does she look like?",0,"male",343,1990,4,"1989-1993"
"242",344107,"Seinfeld","1","2","JERRY","I dunno. Hard to say.",0,"male",344,1990,4,"1989-1993"
"243",345107,"Seinfeld","1","2","GEORGE","What actress does she remind you of?",0,"male",345,1990,6,"1989-1993"
"244",348107,"Seinfeld","1","2","JERRY","What, there's something wrong with Loni Anderson? Hey listen, thanks again for running over here. I appreciate it.",0,"male",348,1990,17,"1989-1993"
"245",349105,"Seinfeld","1","2","GEORGE","Yeah, sure. I was showing a condo on 48th street. Besides, you think I wanna miss this?",0,"male",349,1990,16,"1989-1993"
"246",352107,"Seinfeld","1","2","JERRY","If I see her, what do I say that I'm doing here in the building?",0,"male",352,1990,14,"1989-1993"
"247",353107,"Seinfeld","1","2","GEORGE","You came to see me. I work in the building.",0,"male",353,1990,9,"1989-1993"
"248",358107,"Seinfeld","1","2","JERRY","I don't see architecture comin from you.",0,"male",358,1990,6,"1989-1993"
"249",359106,"Seinfeld","1","2","GEORGE","I suppose you could be an architect.",0,"male",359,1990,6,"1989-1993"
"250",360107,"Seinfeld","1","2","JERRY","I never said that I was the architect. Just somethin else.",0,"male",360,1990,10,"1989-1993"
"251",361106,"Seinfeld","1","2","GEORGE","All right, she's not even gonna ask, if we see her, which is remote.",0,"male",361,1990,13,"1989-1993"
"252",362107,"Seinfeld","1","2","JERRY","well whaddaya want me to say, that I just wandered in here?",0,"male",362,1990,11,"1989-1993"
"253",363107,"Seinfeld","1","2","GEORGE","We're having lunch with a friend. He works in the building.",0,"male",363,1990,10,"1989-1993"
"254",365107,"Seinfeld","1","2","GEORGE","Bert... Har... bin... son. Bert Har-bin-son.",0,"male",365,1990,5,"1989-1993"
"255",366107,"Seinfeld","1","2","JERRY","Bert Harbinson? It sounds made up.",0,"male",366,1990,5,"1989-1993"
"256",367107,"Seinfeld","1","2","GEORGE","No good? All right, uh how about Art... Cor... ..",0,"male",367,1990,9,"1989-1993"
"257",372106,"Seinfeld","1","2","JERRY","Well, what does he do?",0,"male",372,1990,4,"1989-1993"
"258",375107,"Seinfeld","1","2","GEORGE","He's an importer/exporter, okay? Elaine ever call you back?",0,"male",375,1990,8,"1989-1993"
"259",376107,"Seinfeld","1","2","JERRY","No, I guess she's still mad.",0,"male",376,1990,5,"1989-1993"
"260",377107,"Seinfeld","1","2","GEORGE","I don't understand, you never talk to her about other women?",0,"male",377,1990,10,"1989-1993"
"261",378105,"Seinfeld","1","2","JERRY","Never. Wait a second. That's her. On the right.",0,"male",378,1990,8,"1989-1993"
"262",379107,"Seinfeld","1","2","GEORGE","I forgot who I am! Who am I?!",0,"male",379,1990,7,"1989-1993"
"263",380106,"Seinfeld","1","2","JERRY","You're you. We're having lunch with Art Corvelay.",0,"male",380,1990,7,"1989-1993"
"264",383107,"Seinfeld","1","2","GEORGE","Let me be the architect! I can do it!",0,"male",383,1990,8,"1989-1993"
"265",384107,"Seinfeld","1","2","JERRY","Hey, hey. uh Pamelas birthday party, didn't I see you there? Jerry.",0,"male",384,1990,11,"1989-1993"
"266",385107,"Seinfeld","1","2","JERRY","Uh, this is George. I'm sorry...",0,"male",385,1990,5,"1989-1993"
"267",387106,"Seinfeld","1","2","JERRY","Ah, Sagman, Bennet, Robbins, Oppenheim and Taft.",0,"male",387,1990,6,"1989-1993"
"268",388107,"Seinfeld","1","2","JERRY","Oh, we're meeting a friend of ours for lunch. He works here in the building.",0,"male",388,1990,14,"1989-1993"
"269",390107,"Seinfeld","1","2","JERRY","I don't know. He's an importer.",0,"male",390,1990,5,"1989-1993"
"270",391107,"Seinfeld","1","2","GEORGE","I don't know. He's an importer.",0,"male",391,1990,5,"1989-1993"
"271",394107,"Seinfeld","1","2","GEORGE","I'm, uh, I'm an architect.",0,"male",394,1990,4,"1989-1993"
"272",397107,"Seinfeld","1","2","JERRY","Yknow I'm sorry you had to leave so early the other night.",0,"male",397,1990,11,"1989-1993"
"273",398107,"Seinfeld","1","2","JERRY","Oh, that guy was your cousin!",0,"male",398,1990,5,"1989-1993"
"274",400107,"Seinfeld","1","2","GEORGE","I'll just, uh, get a paper...",0,"male",400,1990,5,"1989-1993"
"275",401107,"Seinfeld","1","2","JERRY","So, um, do you date uh immature men?",0,"male",401,1990,7,"1989-1993"
"276",402107,"Seinfeld","1","2","HELEN","Bum bum bum bum... I have no letters... Bum bum bum bum...",1,"female",402,1990,11,"1989-1993"
"277",403106,"Seinfeld","1","2","JERRY","Ma, will you go already?",0,"male",403,1990,4,"1989-1993"
